"text","class"
"iphone 15 pro ใช้งานเล่นโซเชี่ยลทั่วไปไม่มีอาการร้อนเลย ขนาดเปิด 5 g ก็มีอุ่นขึ้นมาบางนิดหน่อยแค่บางครั้ง แต่ก็ไม่อุ่นเท่าเหมือนตอนใช้ iphone 13 pro max แต่ถ้าเล่นเกมส์อุ่นภูมิจะขึ้นไวมาก เช่น pubg 5555 ไม่รู้ว่าปกติไหม เพราะแทบจะไม่ได้เล่นเกมส์บนมือถือเลย","0"
"ใช้ 15 pro มาเหมือนกันก็แบตอึดดี แต่อาจเพราะผมไม่เล่นเกมเลยด้วย555 ส่วนกล้องเปิดแปปเดียวก็ร้อนแล้ว","0"
"ยอมอัพมา Max เพราะฟังก์ชั่นกล้องที่ซูมไกลกว่า (5x)","0"
"รู้สึกดำของ 15 ธรรมดา สวยกว่าแหะ","0"
"เอาจริง 15 ธรรมดาก็พอละ","0"
"แบตไม่หมดไวนะคับ แต่ถ้าโทรคุยนานๆ เครื่องร้อนจิงๆ คับ","0"
"เห็นราคาบัตรแล้ว จาก pm เหลือ 15 ธรรมดาก็ได้","0"
"15พลัส ได้แบตเยอะกว่า15 โปรแม้กอีกอะ","0"
"ไม่ต้องซื้อ ต่อให้เราไม่ซื้อ บริษัทเขาก็ขายดีอยู่แล้ว ไอโฟนคือมือถือที่ขายดีที่สุดในตลาดโลกอันดับ1-10ไอโฟนเหมาหมด.","0"
"เค้าทำเพื่อรองรับเกมมือถือที่จะใช้ทรัพยากรมากขึ้นในอนาคตครับ เค้าไม่ได้คิดจะมาแข่งกับเกมในคอมจริงๆหรอก","0"
"ผมว่าคนที่ซื้อ iphone 15 ส่วนใหญ่ คือไม่ได้มีปัญหากับสิ่งที่ apple กัก เช่น จอ 60 hz ก็ไม่ได้มีปัญหาเพราะไม่ได้เล่นเกม แล้วก็เคยใช้แต่ 60 hz มาก่อน , usb-c ปกติใช้แต่ชาร์ต ไม่เคยใช้โอนข้อมูลเข้าคอม ก็ usb c 2 ก็พอ","0"
"การครอปทั่วๆ ไป  ความละเอียดของภาพจะลดลง   แต่Iphone กำลังเปลี่ยนวงการกล้องโดยการครอปที่ความละเอียดยังเท่าเดิม  (ผมว่าทิมฉลาดตรงนี้แหละครับ  พี่จ๋าาา) 
และการ turn การจัดเรื่องพิเซลอีก แปลกแตกแยกไปอีก  ทิมกำลังสร้างมาตรฐานกล้องให้กับตัวเอง","0"
"Apple ใช้ไทเท เพื่อความแข็งแรง ทนทาน ตามที่เคลมไว้ ไม่ได้บอกว่าระบายความร้อนได้ดี ถ้า ไทเท ระบายความร้อนได้ดี Apple  จะเคลมว่า นี่คือiPhone ที่ระบายความร้อนได้ดีที่สุด เท่าที่เคยมีมา","0"
"รุ่นธรรมดาน่าจะขายดีกว่ารุ่นโปรนะ ชิปก็ไม่มีปัญหา","0"
"14 ไป 15 คงเฉยๆครับ แต่มันว้าวและดีสำหรับคนที่ใช้11 12 13 pm แล้วอยากจะเปลี่ยน","0"
"A17Pro มันร้อนน้อยกว่า A16 Bionic อยู่นะเห็นช่องนึงเทสความร้อนภายใน แต่เพราะไทเทเนียมมันเลยไม่ระบายออก สรุปคือชิพดีแต่วัสดุอมความร้อนไปหน่อย","0"
"14 ไป 15 ความคุ้มอยู่ที่คนเลยเพราะได้ usb-c แต่ถ้า 6-13 ไป 15 คุ้มแน่นอน","0"
"ผมฟังจบ เห็นด้วยเลย และต้องใช้มันสักพักยังจะชินกับจอ 60hz","0"
"วัสดุไทเทเนียม มีข้อดี คือน้ำหนักเบท แต่ข้อเสียคือ ระบายความร้อนช้า ทุกอย่างมีข้อดี ข้อด้อย นะครับ ส่วนตัว 15PM ใช้งานปกติ เฉยๆ ไม่ร้อนครับ","0"
"ใครอยากซื้อก็ปล่อยเค้าไป ส่วนใครไม่ชอบก็ไม่เห็นจะเป็นอะไร","0"
"ดีไม่ดีอยู่ที่ไลฟ์สไตล์ของตัวเอง จะรีวิวเรียล ไม่เรียล ช่างแม่งเหอะ พอใจซื้อ มีเงินซื้อ จบว่ะ","0"
"ใช้ 13 pro ต่อไปครับเพราะมันยังไม่พังไม่เคยจอเขียวไม่เคยเจออะไรแบบที่เขาเจอกันเลย ใช้ถนอมสุดๆครับ","0"
"14 pro ผมยังรู้สึกว่ามันยังไหวอยู่อ่ะปีนี้คงไม่เปลี่ยนยังไม่รู้สึกว่ามันจำเป็นสำหรับผม แต่ก็แล้วแต่คนที่มีกำลังซื้ออ่ะถ้าคุณพอใจกับสิ่งใหม่ๆที่Appleเค้าให้คุณแล้วมีกำลังซื้อก็จัดเลยครับ😂😂😂😂","0"
"ความแรงกับความร้อนมันของคู่กันอยู่แล้วครับ😊","0"
"จาก 12pro มา 15 เห็นด้วยมากๆเรื่องลำโพงครับ คือรู้สึกได้ตั้งแต่วันแรกที่เอามาใช้เลย ดังขึ้น มิติเสียงดีขึ้น ชัดเจน จอสว่างขึ้นมากๆ แต่เรื่องรีเฟรชเรท เฉยๆไม่รู้สึกครับ เพราะเครื่องเก่ามันก็ 60hz เลยไม่อึดอัดอะไร 555 อีกเรื่องคือ 15 เครื่องไม่ร้อนเลยครับ พอชาร์จแบต เวลาในการชาร์จไปดองที่ 80% เลยน้อยตามไปด้วย อันนี้ชอบมากครับ","0"
"ยืนยันอีกเสียงคับ rov 60เฟรมไม่เคยตกเลยซื้อมา6 วันเล่นเกมทุกวันวันละ2-3 ชั่วโมง 😂😂😂 ลำโพงก็ยืนยันอีกเสียงคับ เสียงลำโพงเหมือนโดนปรับมาใหม่ เวลาเปิดเพลงหรือเปิดหนังที่เป็นระบบ dolby คือรู้สึกว่าเสียงมันดีอะ ตอนแรกผมคิดว่าคิดไปเองสะอีก😂😂😂😂","0"
"มันดีค่ะ ถ่ายกล้องตัวธรรมดา คือชัดจึ้ง ว่าไม่ได้นะ","0"
"ไปจัดมาแล้วครับ สีชมพู น่ารักมากกกกกกกกกก น่ารักที่สุดในบรรดาสีชมพูเลย ชอบมาก","0"
"สีชมพูกับสีเขียวทำใจสั่นมากสวยยยยยยตะโกน","0"
"จัดน้องชมพูมา รักน้องมากค่ะ แบตอึด กล้องสวย น้องสวยมากกก","0"
"ผมใช้แต่มือถือหน้าจอ 60hz. มาตลอด ตั้งแต่มือถือแอนดรอยด์ แล้วก็มาเริ่มใช้ไอโฟน 11   จนไม่รู้สึกว่ามันมีปัญหาอะไรแล้ว สงสัยสายตาผมมันปรับตัวให้ชินกับหน้าจอแบบ 60Hz ไปซะแล้ว😊 เพราะเป็นคนไม่เล่นเกม มันเลยยิ่งตอบโจทย์เรา แล้วสิ่งที่ตามมาคือ มันประหยัดแบตเตอรี่ พอมาใช้ iPhone 15 plus  แล้วยิ่งแฮปปี้ ×2 คือมันดีขึ้นมากๆๆๆๆๆๆๆๆๆ เมื่อเทียบกับ  iPhone 11  ตัวเก่า ใครลังเลใจว่าหรือจะเก็บเงินอีกหมื่น ไปเอา 15 pro max  .....ถ้าคุณไม่ใช่คนชอบเล่นเกม ไม่ใช่สายเกมเมอร์  เป็นคนถ่ายภาพแบบทั่วไป แค่เจ้า 15 plus มันให้คุณได้คุ้มจนไม่รู้จะคุ้มยังไงแล้วครับ","0"
"สอยมาเรียบร้อย 15 plus สีชมพู ไม่เน้นถ่ายรูป เน้นดูหนัง you tube nexflix เน้นจอใหญ่ แบตที่อึดกว่า 55","0"
"แบตทนมากวันนี้ทั้งวันยังไม่ได้ใช้พาวเวอร์แบงค์ชาร์จเลย","0"
"ไปดูของจริงมาเมื่อวาน สวยเลยครับ แต่ติดที่ใช้หน้าจอ 120 Hz มาก่อน เวลาไถหน้าจอจะเห็นหน่วงๆ ขัดใจหน่อยๆ ครับ แต่โดยรวมโอเครเลยครับ😊","0"
"คอมเมนท์จากไอโฟน15 ธรรมดาสีดำ ยอมรับเลยว่าแบตอึดมาก จากการใช้งานปกติทั่วไป ของตัวเองจากเช้า จนเย็นเหลือ 60% ส่วนเรื่องจอ 60hz แรกๆ ก็ดูหน่วงๆ หงุดหงิด แต่พอใช้งานไปสักพัก เริ่มชินจนไม่รู้สึกอะไรแล้ว","0"
"15 ธรรมดาคุ้มอะ ไม่ต้องไปProละ ไดนามิกไอแลน็มี 2Xก็มีในโหมดบุคคล","0"
"ได้x2 โหมดบุคคลมา เหมือนมีเลนส์tele เลย ชอบครับ ได้48mpอีกด้วย","0"
"ส่วนตัวซื้อมา ไม่สนมันคุ้มไม่คุ้มครับ สนใจแค่ใช้แล้วสบายใจ ชอบพอ ถ้าจะมานั่งคิด อุ้ย รอ 16 รอ 17 มันก็ไม่ได้ซื้อสักทีอ่ะครับ555","0"
"เล่นเกมส์ดีกว่า กล้องx5คือดีมากๆครับ วีดีโอ 0.5 กับกล้อง 0.5 คือชัดมากๆ ไม่เสียใจเลยที่เปลี่ยนจาก 14promax ยิ่งใช้ยิ่งชอบ","0"
"14 pro max มา 15  pro max ต่างมาก แบต และความแรง แรงขึ้น แต่แบตอึดขึ้นชอบมาก","0"
"ผมมาจาก XS คุ้มค่าแน่นอนครับ 5ปี เปลี่ยนเครื่องทีนึง","0"
"ส่วนตัวซื้อ 15 นะครับ เพราะการใช้งานทั่วไปไม่ต้องกระโดดไปถึงขั้นตัวโปร  ส่วนใหญ่ต้องดูการใช้งานของเราไปหลัก 15 ก็คือเหลือ ๆ แล้ว","0"
"iPhone 15 คือ iPhone 14 ที่สมบูรณ์แบบ อันนี้คือในความคิดส่วนตัวผมเลย ทั้งดีไซน์ หรือว่าเป็นการคบเครื่อง มากกว่าเดิม ผมมองว่ามันก็คือ 14 ที่สมบูรณ์","0"
"15 pro เบาแบบรู้สึกได้จริงๆ","0"
"แต่ว่าคนที่ใช้11 12 13 pro แล้วจะเปลี้ยนเป็น15pro ผมว่าดีเลยนะ มันข้ามเลย เเล้วว้าวกับสิ่งที่จะได้ใช้ใน15pro","0"
"ใช้ไอโฟน15มา2สัปดาห์ เหมือนกัน ก็รู้สึกว่าโอเคเลยนะ คุ้มค่า กล้องสวย วิดีโอก็ดี มีครบทุกอย่าง  มีไดนามิคไอซ์แลนด์ด้วย  เเค่จอ60Hz โดยส่วนตัวรู้สึกว่าคุ้มค่าสุด  ไม่ต้องเอาตัวโปร","0"
"มาจากs22ultra ใช้งานทั่วไปไม่สนกล้องโปร จบที่15plusนมเย็น เครื่องเบา สัญญาณดี แบตอึดมาก จอสวย ระบบแจ้งเตือนเทพๆ หาเคสง่ายโคตร","0"
"15 plus ใช้มาอาทิตย์นึงละครับ ของโคตรดี จอสวยและใหญ่มากกับราคาที่ถูกกว่า pro max เป็นหมื่น","0"
"คนดัง คนรวย ไอดอลเกาหลี ต่างเลือกใช้iphone ส่วนมาก บงบอกว่ามันเป็นมากกว่ามือถือ มันคือแบรนด์ระดับสูง","0"
"ผมขยับจาก 14pro มา15pro เพียงเพราะแค่ type c กับน้ำหนักที่รู้สึกเบาสมกับขนาดเครื่องรู้สึกแค่นี้ก็คุ้มละครับ","0"
"ไปลองจับเครื่องและดูสีจริงๆมาแล้ว White Titanium สวยสุดและไม่ค่อยติดรอยนิ้วมือเท่าสีอื่นจริงค่ะ","0"
"ผมโดนตก15 pro max เพราะน้ำหนักเบา Type C และกล้องที่ซูมได้ 5X ผมเน้นถ่ายซูม ผมกระโดดมาจาก13 pro เลยรู้สึกว่าเติมสิ่งที่ขาด","0"
"กล้อง15 ชัดมากกก","0"
"จาก 12pro มา 15 เห็นด้วยมากๆเรื่องลำโพงครับ คือรู้สึกได้ตั้งแต่วันแรกที่เอามาใช้เลย ดังขึ้น มิติเสียงดีขึ้น ชัดเจน","0"
"15 มันคุ้มมันว้าวมากจริงๆนะ ถ้าเทียบกับ 14 ตอนเปิดตัวเหมือนกัน","0"
"ปีนี้รุ่นธรรมดาสีสวยจริงๆ เลยครับ","0"
"ผมเปลี่ยนจาก 11 Pro max มาเป็น 15 ธรรมดา คือดีงามมาก","0"
"หนูว้าวกับ15ธรรมดามากค่ะ ถ้าไม่ได้ซูมกล้องบ่อย ไม่ได้ใช้วิดีโอแบบสุดจ๋า ไม่ใช่สายอินฟลูเอิงเอย หรือใช้งานหนัก ก็จบตัวนี้ได้เลย","0"
"ผมชอบ15มากกว่า15pro","0"
"ยืนยันอีกเสียงคับ rov 60เฟรมไม่เคยตกเลยซื้อมา6 วันเล่นเกมทุกวันวันละ2-3 ชั่วโมง ลำโพงก็ยืนยันอีกเสียงคับ เสียงลำโพงเหมือนโดนปรับมาใหม่ เวลาเปิดเพลงหรือเปิดหนังที่เป็นระบบ dolby คือรู้สึกว่าเสียงมันดีอะ ตอนแรกผมคิดว่าคิดไปเองสะอีก","0"
"iphone 15 pro ใช้งานเล่นโซเชี่ยลทั่วไปไม่มีอาการร้อนเลย","0"
"มันดีค่ะ ถ่ายกล้องตัวธรรมดา คือชัดจึ้ง ว่าไม่ได้นะ","0"
"เรื่องชิป 5G 14กับ15ต่างกันดันไม่พูด","0"
"ผมใช้มาตั้งแต่ 22 มีวันแรกที่ร้อนหน่อยครับ นอกนั้น ปกติ แต่ที่แน่ๆแบตดีกว่า 14PM ชัวร์","0"
"รุ่นใหม่ก็ยังเป็นรุ่นใหม่ในวันยังค่ำ","0"
"ผมเปลี่ยนจาก 14pm มา15pm ใช้งานทั่วไปก็ไม่ร้อนเลยครับถ้าเทียบกับตอน 14pm ใช้ทั่วไปอุ่นๆร้อนง่าย","0"
"ดูออกเลยว่า 15 กล้องชัดกว่า","0"
"เห็นด้วยครับ ลำโพงดีขึ้นจริงดังดีมาก","0"
"งงตรงที่ว่าชิพตัวเดียวกับ 14 pm แต่ทำไมrov ลื่นเฉยเลย","0"
"ใครบอกร้อนง่ายคืนเครื่องอะไรมั่วทั้งนั้นผมใช้อยู่เป็นเกมแต่ผมใส่เคสนะไม่เห็นจะเเลคอะไรเลย","0"
"สีไทเทเนี่ยมขาว ฝาหลังจะมีความอมเหลืองนิดๆคล้ายสีไข่มุก สวยมากๆครับ","0"
"15 สีชมพูคือน่ารักมากกกกกก","0"
"เรื่องกล้อง 15 เอาเรื่องนะครับ","0"
"ผมชอบ15ธรรมดาตรงที่โหมดภาพยนต์มันซูมได้นี่แหละ","0"
"กล้องโหดมาก นี้ถ้าไม่บอกคือไม่รู้เลย นึกว่าใช้กล้องใหญ่ๆ","0"
"เอาจริงๆนะ คนชอบก็คือชอบอย่างเช่นผม ถึงสายออนดรอยจะแซะขิงนั่นนี่คือผมไม่ชอบอ่ะ ก็ไม่คิดจะใช้เลย ให้ฟรีผมก็ขายไปซื้อไอโฟนอยู่ดี555 จะซูมแสนซูมล้าน ผมก็ไม่ใช้เพราะผมไม่ชอบ อีกอย่างดีไม่ดีมันก็อยู่ที่ว่า ยกอะไรมาเทียบ สำหรับผมชอบรูปลักษณ์แบบนี้ และระบบของ ios และความเสถียร","0"
"ใช้15ถ่ายจริงหรอครับ นึกว่ากล้อง โปร","0"
"จัดมาแล้ว สีเขียว ละมุนมาก จากXs maxมา15+","0"
"สีชมพูคือสวยจริง สีชวนหลงทิ้งตัวTopแบบ 15Pro/Promaxเลยครับ","0"
"ปกติใช้ Pro Max ตลอด แต่ปีนี้ จะมาเอาตัวนี้แทนละค่ะ สีหวานเกินนนน น่ารักมาก","0"
"สอยสีชมพู 15 plus ชอบจอใหญ่ ไม่เน้นถ่ายรูป แบตอึดมากค่ะ อยู่ได้เป็นวัน","0"
"ปุ่มนี้้มีประโยชน์มาก อย่างการอัดวิดีโอด่วน ถ้าเราเจอเหตุการณ์ฉุกเฉิน เช่น เจอใครจะมาทำร้ายเรา เจออุบัติเหตุ เจอคนร้าย หรือเหตุที่จำเป็นที่ต้องมีหลักฐานเอาไว้สู้คดีคลิปวิดีโอมันสามารถเอามาช่วยเราได้จริงๆครับ","0"
"จริงๆขอบมันบางลงกว่า 14 นะ","0"
"โดยรวมๆรวมขยับจาก 13p มา 15p แน่นอนครับ ผมมองถึงการใช้ type c กับ A17pro เน้นๆเลยครับ","0"
"เลือกpromax เพราะมันเบาและตอบโจทย์มาก แบตอึดใช้ได้นาน ใช้งานกล้องโดยปกติ เน้นซูม  5 X ก็โอเค","0"
"iphone 15 pro ใช้งานเล่นโซเชี่ยลทั่วไปไม่มีอาการร้อนเลย ขนาดเปิด 5 g ก็มีอุ่นขึ้นมาบางนิดหน่อยแค่บางครั้ง แต่ก็ไม่อุ่นเท่าเหมือนตอนใช้ iphone 13 pro max","0"
"ชอบตอนถ่ายวิดีโอมาก ดูละมุนๆ สวยดี","0"
"ใช้ 15 pro มาเหมือนกันก็แบตอึดดี แต่อาจเพราะผมไม่เล่นเกมเลยด้วย555","0"
"เสียง 15 มันดูฟังแล้วนุ่มกว่า หรือคิดไปเอง","0"
"15 ชัดใสกว่าค่ะ","0"
"ผมเปลี่ยนจาก14pm มา15pm ใช้งานทั่วไปก็ไม่ร้อนเลยครับถ้าเทียบกับตอน14pmใช้ทั่วไปอุ่นๆร้อนง่าย","0"
"ใครบอกร้อนง่ายคืนเครื่องอะไรมั่วทั้งนั้นผมใช้อยู่เป็นเกมแต่่ผมใส่เคสนะไม่เห็นจะเเลคอะไรเลย","0"
"ทำไม 15 plus คนสวยกว่าเฉย","0"
"ส่วนตัวผมว่า เพิ่มเงินไม่กี่บาท ได้เครื่องเบาขึ้น ชิปแรง แบตใหม่ ขอบจอบาง กล้องดีขึ้นนิดๆ ซูม 5x type C เครื่องใหม่ ประกันอีกปี  เอ้าไปๆ มาๆก็ได้เยอะเหมือนนะครับ","0"
"15promax ผมชอบนะ มันเบาและตอบโจทย์ คนอยากใช้แต่กังวลน้ำหนัก","0"
"15 plus สีชมพูหวานมาก คือต้องจัดด","0"
"คุ้ม ขนาดเล็กลง เบาลง ใครใช้ pro อยู่ย้ายมา pro max ได้เลย","0"
"ใช่เปลี่ยนน้อย แต่จุดที่เปลี่ยนก็โดนใจหลายคนเหมือนกัน คือเรื่องน้ำหนัก รูปทรงที่ดูมนจับถือไม่คมระเคืองมือ","0"
"พึ่งจัด 15 pro max สีดำด้าน สวยมาก กะว่าใช้ยาวๆ","0"
"ตอน14pm ออกใหม่ๆ คนก็จะบอกว่า13pmก็ไม่ต่าง ตอนนี้15pmออก คนใช้14pm ก็บอกว่าไม่ต่าง สรุป มีเงินก็ซื้อใหม่ครับ รุ่นใหม่ย่อมดีกว่ารุ่นเก่าเสมอ อาจจะไม่มาก","0"
"โหดมาก! ถ่ายตัวเองใกล้ขนาดนี้ เนียนกริ๊บ","0"
"ส่วนตัวที่อยากเปลี่ยนเพราะติดเรื่องน้ำหนัก 15pmที่ไปจับมาเบากว่าจริงๆ","0"
"15 promax ของผม แบตไหลนะตอน17.0.2 พอมา 17.0.3 โครตอึด 7 ถึง8 ชั่วโมง อย่างชอบ","0"
"เรื่องอื่นไม่ค่อยเน้นครับสำหรับผม เน้นเรื่องเดียวคือระบบซอฟแวร์มันดีและสเถียร","0"
"ผมว่าน้ำหนักต่าง รู้สึกเบาขึ้น","0"
"17.0.3 ไม่ร้อนแล้ว แบตอึดขึ้น","0"
"ผมใช้15plusมาอาทิตย์นึง ถ่ายรูปสวยกว่า14proครับเพราะแฟนใช้14pro เห็นชัดเลยว่า15plusสวยกว่า มีฟีเจอร์photonic engineแบบใหม่ ภาพรับแสงดีกว่าสว่างกว่าเยอะ","0"
"ผมก็ซื้อ15 สีฟ้ามา ซื้อมาเพราะสีเลยส่วนตัวไม่ได้ถ่ายรูปอะไรขนาดนั้น ชอบน้ำหนักที่เบาด้วยครับ","0"
"ซื้อรุ่นใหม่  ip15 plus สีหวานชอบค่ะ ไม่ชอบสีคุมโทนมืดๆ","0"
"จัด iPhone 15 plus สีฟ้า มาเรียบร้อยแล้วครับ ใช้ดีมากเลยครับ","0"
"ใช้ 15plus มาอาทิตย์นึงละครับ ผมว่ากล้องสวยกว่าตอน 14 นะ เก็บแสงกับรายละเอียดภาพดีกว่าน่าจะเพราะได้เทคโนโลยีใหม่ เซ็นเซอดีกว่าเดิม ผมเปรียบเทียบได้ชัดเพราะแฟนใช้ 14pro อยู่ ถือว่า 15plus ดีกว่าระดับนึงเลย","0"
"จัด iPhone 15 plus มาแล้วครับ กล้องสวย จอสวย แบตอึด ชอบมากเลยครับ","0"
"ผมใช้มา 2 อาทิตย์ไม่มีปัญหาเลยครับ","0"
"iphone นำโลกอยู่เสมอครับ ","0"
"15 plus ชมพู 256gb มาแล้วค้าบ หวานเจี๊ยบเลยยย💕 สีสวย บอดี้ดีผิวสัมผัสดี ถนัดมือ  แบตอึดมาก ปกติใช้ตัว Pro จอ6.1ของทุกรุ่น  แต่ครั้งนี้เลือกจอ 6.7 ชอบมาก","0"
"15 plus แบตอึดมากค่ะ ใช้มา2อาทิตย์แล้ว ชาร์จไว้ตอนกลางคืน แบตมาหมดอีกทีเกือบ 4ทุ่มของอีกวัน เครื่องมีร้อนบ้าง แต่ไม่มาก","0"
"เครื่้องผมไม่ร้อนเลย ตั้งแต่ซื้อมา 15 promax","0"
"ดูแล้วไม่มีเหตุผลอะไรที่จะกลับไปซื้อ 14   เพราะ 15 ถือว่าปรับเปลี่ยนไปเยอะ ทั้งหน้าจอ การชาร์ท ปุ่ม mute เหมือนเป็น iphone  เจนใหม่ที่ตัดตอนการ update ในอนาคตเลย","0"
"ต่อให้จะมีคนด่าแค่ไหน แต่ผมก็เลือก iPhone ครับ เขาขาย software มากกว่า ความเสถียรอะไร เดี๋ยวก็มี update มาอยู่แล้ว เท่าไหร่ก็จ่ายครับ","0"
"สีของiphone 15 ~15 plus สวยทุกสีเลย","0"
"ชอบ 15 Pro Max","0"
"15promax ไปให้สุดครับ","0"
"15โปรไปเลยครับ","0"
"ทำไมเครื่องเราไม่มีปัญหาอะไรเลย แบตอึด ลี่นปื้ด นี่เปลี่ยนจาก 14 pro max มา 1 5 pro max ตั้งแต่ได้เครื่องมาไม่มีปัญหาอะไรเลย 😊😊","0"
"ใครสน…แถวต่อซื้อยังยาวเหยียด","0"
"ส่วนตัวนะครับย้ายจาก 13p มา 15p ความแตกต่างที่โอเคสุดเลยไม่ใช่ type c แต่คือน้ำหนักที่เบาลงนี่แหละครับพกพาสะดวกขึ้นเล่นนานๆไม่ปวดมือเท่า 13p","0"
"เป็นคนเดียวหรือเปล่าที่ไม่ร้อน ทั้งเล่นเกม ทั้งใช้งานทั่วไป แต่จะร้อนแค่ตอนอัพเดทแอปตอนย้ายเครื่องครั้งแรก","0"
"ของผมร้อนตอนชาร์จเครื่องครั้งแรกสุดเลยแล้วหลังจากนั้นก็ปกติทุกอย่างครับ ลื่นแบตอึด","0"
"ทีม 15 Pro เหมือนกันครับ ไปลองจับตัว Pro Max ต่อให้เบาแค่ไหนแต่ก็ใช้งานมือเดียวลำบากมาก","0"
"ผมใช้15plusมาอาทิตย์นึงละครับ ผมว่ากล้องสวยกว่า14PMนะครับเพราะแฟนผมใช้14PMอยู่ เอาเทียบละเห็นๆเลยว่า 15plus เก็บแสงสว่างดีกว่า+สกินโทนสวยกว่าระดับนึงเลย","0"
"หนูชื้อแค่ 15 ปกติ พอใจมากๆๆค่ะชอบ เบา มากจับสบายมือมากๆๆ","0"
"ไปลองจับเครื่องและดูสีจริงๆมาแล้ว White Titanium สวยสุดและไม่ค่อยติดรอยนิ้วมือเท่าสีอื่นจริงค่ะ","0"
"ชอบมิติของสีและภาพของกล้อง iphone 15 ดูดีมากๆ","0"
