"text","class"
"คือถ้าซื้อมาเล่นเกมส์โดยเฉพาะคือไม่แนะนำอย่างแรง","1"
"ตัวโปรถ้าไม่max เนี่ยกล้องมันใหณ่ปูดน่าเกลียดมาก","1"
"ถ้าร้อนก็ขอบายย","1"
"ให้ไม่เกิน 10 นาที 🥵","1"
"Drop test เพิ่งออกพอดี เค้าบอกว่ารุ่นก่อนยังดีกว่าครับ","1"
"สาวก เขาจะดิ้นเอาน่าาา โอ่ววเนี่ยเห็นไหมเล่นเกมpc ได้สุดยอด อีกไม่นาน PC จะไม่มีใครซื้อ วอททททท!!!!!","1"
"เล่นได้สักพัก ลดแสงงงงงงงงงงงงงงงงงงง😢","1"
"แล้วทำไมไม่เล่นบนคอมไปเลย
งงนะ!!","1"
"จอในแตกก่อนแน่55555","1"
"ใครจะชื้อ🤭","1"
"แพงแบบนี้ ขายให้พ่อคุณเถอะครับ","1"
"จะทำจอใหญ่ไปไหนวะ","1"
"ซูมไกล 5 เท่า?? แอนดรอยซูม 10 เท่า เต็มที่ 100 เท่า เรียกว่าพัฒนาหรอ กั๊กเชี่ยไรนักหนา","1"
"กั๊กอะไรหนักหนาไม่รู้เหนื่อยใจ","1"
"ควยเถอะะ กั๊กแบบนี้เก็บไว้ปล่อยอีก 10 ปีเหรอ","1"
"โอ๋ๆ ถ่ายยังไม่ถึง 10 นาทีเลย จอดรอปและร้อนไว ไวกว่า 14 Pro Max","1"
"เครื่องครึ่งแสนแต่ความทนพอๆกับเครื่อง5000เลยแฮะ","1"
"ก็ ของห่วยอะนะ แย่งกันจัง ถถถถ ไททาเนียมเกรด 5 เอาอะไรมาก โฆษณากันจัง เกรด1ว่าไปอย่าง","1"
"ราคาพรีเมียม วัสดุพรีเมียม แต่ความทนทานอุปกรณ์และพื้นผิวไม่ได้พรีเมียมตาม ประเด็นนี้มันก็เป็นตัวช่วยให้คนฉลาดบริโภคมากขึ้น ไม่เป็นทาสการตลาดหรือเป็นติ่งบริษัทผลไม้จนเสียสติ 5555","1"
"ไอโฟนเบลอผมดีจริงเนียนมาก แต่เบลอนิ้วอย่างเหี้ย 555","1"
"ทำระบบ ระบายความร้อน ให้มันดีๆหน่อย ไม่ใช่แรงแค่10นาทีแล้ว Throttling","1"
"ความแรงไม่ใช่ปัญหาครับ ปัญหาอยู่ที่ความร้อน ทุกวันนี้ 14pm เปิด5g เล่นrov ยังกระตุก เป็นมาตั้งแต่ 12 13 14 หวังว่า 15จะแก้ซักที","1"
"iPhone ยังมีปัญหาเครื่องร้อนแล้วจอดรอปแสงลงอยู่ (วันนี้ร้อนมากคือถ่ายรูปไม่ได้เลย)","1"
"ตอนนี้ปัญหาเจอบน iPhone 15 Pro/Pro Max คือ Heat Dissipation ถ่ายรูปถ่ายคลิป ร้อนเลยแหละ พอร้อนมันก็กระตุก ไม่รู้เป็นเพราะนัง 3 nm มั้ย","1"
"เอาจริง มันก็เดิมๆ ปะ นี่ตอนเปลี่ยนจาก i10 เป็น i14 พอเปลี่ยนเสร็จ ถ่ายข้อมูลง่ายมากๆ แอพรูปอะไรมาหมด พอทำเสร็จ เอ้ะ อะไรมันดีขึ้นนะ เหมือนเดิมเปี้ยบบบบบบบบ","1"
"ถ้าเป็นตัว 15 ธรรมดา เพราะ หน้าจอยังไม่ใช่ 120Hz (จะกั๊กไปไหน สงสัยรอ i16)","1"
"มันเดิมมากกกก พัฒนาน้อยมากกก ไม่ว้าวเลย จริงคาดหวังว่าจะเปลี่ยนดีไซน์และมีการพัฒนาเทคโนโลยีมากกว่านี้อ่ะ","1"
"ใช้ 11 อยู่ อยากได้ใหม่มาหลายเดือนละ เพราะแบตเสื่อม เล่นเกมเด้ง เมมจะเต็ม (อยากเก็บในเครื่อง) แต่คือ พอเปิดตัวแล้วเฉยมากกก มีความรู้สึกเสียดายเงิน","1"
"ตอนแรก เครื่องร้อน ตอนนี้จะปรับลดประสิทธิภาพชิพ แก้ปัญหาได้งามไส้มาก สรุปซื้อครึ่งแสนใช้ได้หมื่นเดียว???","1"
"นอกจากเลียนแบบแอนดรอยด์แล้วก็ยังทำได้ง่อยๆ 555 รุ่นใหม่เพิ่มความร้อนกรากเข้าไปอีก 🤣","1"
"ไม่เป็นไรครับทนใช้ให้ไม่พังสักปี เดี๋ยวออกโอเอสใหม่ให้อัพเกรดก็สั่งCPUไม่ต้องOverclock ก็ไม่ร้อนแล้ว พร้อมให้เหตุผลเครื่องทำงานช้าลงเพื่อยืดอายุแบตเหมือนเดิม","1"
"ดีนะที่ยังไม่ได้ซื้อ เพราะคิดว่าต้องเจอปัญหาการใช้งาน เหมือนรุ่นก่อนๆเวลาออกมาใหม่ๆ","1"
"รักโลกทำไมไม่ทำจากวัสดุรีไซเคิล จะได้ราคาถูกๆ","1"
"เห็นฝรั่งรีวิวลองขูดแล้วไทเทเนียมเป็นรอยง่ายมาก","1"
"จะไทเทชั้นไหนมาก็ใส่เคสอยู่ดี ถ้าเทียบกับ14แล้วตัว15ก็ไม่ค่อยว้าวเท่าไหร่ ความต่างมันไม่ค่อยเยอะ ต้องข้ามมา3-4รุ่นอ่ะจะต่าง","1"
"titanium grade 5 เป็นเกรด ธรรมดาครับ ถ้าดูจากข้อมูล Google นะ","1"
"ส่วนตัวรู้สึกไม่ได้ว้าวอะไรกับปุ่ม action เพราะรู้สึกว่าจะใช้อันไหนต้องไปตั้งเอาเองอยู่ดี บางทีตอนนั้นอยากถ่ายรูปแต่ปิดเสียงก็จำเป็นไม่รู้ว่าจะตั้งอะไรเป็นbaseดี","1"
"เพราะว่าจอ 120Hz ทางแอปเปิลเรียกว่า ""Pro"" Motion ถ้าเอามาใส่ในรุ่นธรรมดามันก็ไม่ได้น่ะสิ5555 ต้องกักไว้เฉพาะในรุ่นโปรเท่านั้น แต่ก็เห็นด้วยนะว่าอย่างน้อยควรจะให้จอซัก 90Hz มาก็ยังดีเว้นเสียแต่ว่าทางแอปเปิลจะให้จอที่สูงกว่า 120Hz มาในรุ่นโปรแบบนั้นรุ่นธรรมดาก็อาจจะได้จอ 120Hz มาก็ได้","1"
"จริงอย่างที่พูด ถ้าจอเป็นอย่างน้อย 90 hz เนี่ย คนจะย้ายจากแอนดรอยไปก็น่าจะหลาย % อยู่นะ","1"
"ความแรงที่มาพร้อมกับความร้อน ควรพัฒนาระบบระบายความร้อนไปควบคู่กัน นี่เล่น pubg แค่30กว่านาที แสงดร็อปหล่ะ","1"
"iPhone 15มันไม่ได้เปลี่ยนอะไรไปเยอะเลยนะครับแค่เพิ่มหัวชาร์จ type c เพิ่มลูกเล่นนิดๆหน่อยๆ และเพิ่มความแรงของcpu และกล้องดีขึ้นแค่นั้นเองถ้าเครื่องร้องก็เหมือนเครื่องก่อนเเหละครับ","1"
"อยากใช้รุ่นธรรมดา รอจอมันมากกว่า 60Hz ก่อน","1"
"ส่วนตัวยังไม่ค่อยว้าว ใหม่ของไอโฟน มันเหมือนเก่าของแอนดรอยด์อ่ะ แต่เรื่องประสิทธิภาพ ต้องยกให้ไอโฟน รอดู samsung s24 ultra เปิดตัวแล้วมาเทียบกับ ไอโฟน 15 pro max ครับ","1"
"15 ก็น่าสนใจอยู่นะ แต่พอคิดเยอะๆ ก็จะกังวลหน่อยๆ เพราะมีอะไรใหม่ๆเข้ามาที่15หลายอย่าง ใจเลยคิดว่ารอ16น่าจะดีกว่า เผื่อบางอย่างที่มันมาเริ่มใน15 มันไม่ลงตัวไรงี๊ เชื่อว่าใน16เค้าน่าจะพัฒนาจากการที่ลองใช้กับ15ให้มันโอเคขึ้นแน่นอน","1"
"เค้ากลัว16ไม่มีอะไรให้ใส่ครับ เลยใส่60hzมาให้15ก่อน","1"
"พูดแทนใจไม่ต้องอวยมาก จริง เรื่องราคากับสเปคบางอย่างไม่สมเหตุสมผล แต่แฟนแอปเปิลดูรับได้ก็แล้วแต่","1"
"ขอจอ 90 Hz สักทีเถอะ ตัวโปรก็ 120","1"
"มือถือตอนนี้มันเล่นเกมระดับ pc ได้อยู่แล้ว อย่าง Genshin เป็นตัวอย่าง มือถือราคาหมื่นกลางๆคือแรงกว่า Nintendo Switch อีก แต่ปัญหาของทุกรุ่นคือความร้อน ทำให้การเล่นเกม pc มีปัญหาในระยะยาวแน่นอน","1"
"แต่คิดถึง ไลน์นิ่งอยู่นะ มันเป็นเหมือน รูปแบบไอโฟนไปแล้ว แต่ก็ต้องมีอะไรพัฒนาต่อไป แต่ก็คิดถึง ถือ14โปรแม็กอยู่ คงจะไม่เปลี่ยน15ก่อนแน่ๆ รอ16ดีกว่า ไลน์นิ่งอีกสักปีหนึ่ง เพื่อทำใจ","1"
"เราว่ากล้องไม่สวยง่ะ ชอบกล้อง13มากกว่าแต่ชอบฟีเจอร์15มากกว่า","1"
"ปัญหาใหญ่คือความร้อนนี้และ ที่มือถือยังก้าวข้ามไม่ได้","1"
"เหนตอนนี้มีข่าวว่าสายusbc ของไอโฟน ไม่เหมือนของandroidเพราะมีระยะห่างระหว่างpinไม่เท่ากันนิดหน่อย ทำให้หากเอาสายusbcที่ใช้กับandroidไปใช้กับiphone จะทำให้เกิดปัญหาoverheatได้ ไม่รู้ว่าจริงรึเปล่า อยากให้คุณอาร์มทำเกี่ยวกับเรื่องนี้มากๆครับ","1"
"เลิกพูดว่าไม่ใช่ไทเทเนียมธรรมดาเถอะครับ มันคือไทเทเนียมเกรด 5 ที่เป็นเกรดธรรมดาครับ เกรด 1-4 ครับ ที่เป็นเกรดสูง","1"
"รุ่นนี้เริ่มรักโลกขึ้นมานิดหนึ่ง เสียอย่างเดียวไม่แถมหัวชาร์จให้จบกับเครื่อง ราคาครึ่งแสน สู้ซื้อเครื่องสี่ห้นพันยังได้หัวชาร์จ","1"
"แรงให้สุด หยุดที่มือไหม้🔥","1"
"ส่วนตัวรู้สึกไม่ได้ว้าวอะไรกับปุ่ม action เพราะรู้สึกว่าจะใช้อันไหนต้องไปตั้งเอาเองอยู่ดี บางทีตอนนั้นอยากถ่ายรูปแต่ปิดเสียงก็จำเป็นไม่รู้ว่าจะตั้งอะไรเป็นbaseดี","1"
"แรงแค่ไหนก็ไปคอขวดที่แบต แถมความร้อนอีก ยังไม่เหมาะเอามาเล่นเกมใหญ่ๆขนาดนั้น เป็นเรื่องน่าเศร้าของอุปกรณ์พกพา ส่วนอื่นไปต่อไม่รอแล้วนะ แต่แบตบอกรอกูก่อน","1"
"ชอบอย่างเดียวเลยคือ ai กล้องนี่แหละ อย่างอื่นเฉยๆมาก","1"
"ยังเทียบไม่ได้ เพราะโมบายร้อนง่าย เเละรบายออกยากไม่เหมือน pc","1"
"ไอโฟนจัดการความร้อนได้ยังครับ ถ้าร้อนมันก็ปัญหาเดิมๆครับ","1"
"เครื่องแรงมั้ยไม่รู้แต่ราคาคงแรงไข่สั่น","1"
"Switch ก็รันได้ดีบางเกมแค่ลดสเปค หน่อย","1"
"ไอโฟนทำออกมาแบบไหนก็ขายได้ รูปแบบสวยสู้แอนดรอยด์บางรุ่นก็ไม่ได้ ไม่รวมระบบนะ","1"
"เสียดายตรงขาร์ตเร็วมากน่าจะให้สัก 40w","1"
"ขอบคุณ iphone ที่ทำให้เราภูมิใจในการใช้เครื่องเก่า อิอิ","1"
"คือ ก็คงซื้อแหละ แต่ ไม่ได้ว้าวอะไรกับดีไซน์เลย   ไทเทเนี่ยมใครเค้าก็ใช้กันนานแล้ว แว่นตา นาฬิกา  เฉยมาก","1"
"15 PRO เล่น PUBG MOBILE  รอบเดี่ยวรู้เรื่อง 555 เครื่องร้อนมากครับ จะรอดมั้ยยย","1"
"เฉยๆ ถ้าอยากเล่นแบบพกพาจริงๆ ไปซื้อพวก steamdeck หรือไม่ก็ rog ally ดีกว่า แรงกว่าตั้งเยอะแถมถูกกว่ากันเกือบครึ่ง","1"
"ต้องลองที่มืดหรือในร่ม เลนส์ซูมส่วนใหญ่ไม่ค่อยจะรอด เพราะค่า f ค่อนข้างเยอะ","1"
"ถ้าเล่นคอนทร่าได้ก้น่าซื้ออยุ่","1"
"เอาจริงสำหรับเรานะ เลนส์ 5x ใน 15 Pro max หาโอกาสใช้ได้ยากกว่า 3x ใน 15 Pro เพราะมันต้องถอยแบบไกลลลลลล","1"
"พนักงานร้านโทรศัพท์บอกว่า ลูกค้าหลายคนมากที่จองสี Natural titanium พอมาเห็นตัวจริงแล้วผิดหวังอยากยกเลิกจอง ใครยังไม่ได้จองแนะนำให้ไปดูสีจริงก่อนนะ","1"
"แบตเขาจะพอใหมน่ะครับ","1"
"ไอโฟนราคานี้ผมซื้อคอมโหดๆได้เครื่องเลยนะ5555","1"
"เล่นเกนชินได้กี่นาทีครับ😂😂😂","1"
"เล่นได้ แต่เล่นได้กี่นาทีนีอีกเรื่อง","1"
"หน้าจอไม่เปลี่ยนเลย555","1"
"แปปเดียวร้อนป่าว","1"
"IP15 กับ IP14 ต่างกันตรงไหน","1"
"ตัว Pro ถ้าชอบโทนสว่างต้อง White สวยอมตะ ตัว Natural พอตัวจริงมันธรรมดามาก ไม่โดดเด่นเลย","1"
"เดี๋ยวนี้ iPhone มีอัปเดตรูป หลังถ่าย Portrait ไปแล้ว อย่างตอนแรก นางเบลอผิด หลอดถูกเบลอไปด้วย แล้วรอไปแป๊บนึง หลอดนางกลับมา !?","1"
"เปิดกล้องร้อนง่ายจริงครับ แต่ใช้โซเชียลมีเดียทั่วไป ไม่ร้อน","1"
"อยากได้ 15พลัส แต่ราคาเอาไปซื้อ 14 pro ได้เลย","1"
"พลัสวนกลับมากอีกครั้ง รอ 16 ออกค่อยซื้อ 15 พลัส","1"
"OK รอรุ่นใหม่ก็ได้","1"
"เรื่องเกมคือเรื่องจริง แต่แอปเปิลต้องลดความเขี้ยวลงบ้าง ไม่อย่างงั้นจะดึงทั้งนักพัฒนาและเกมเมอร์ให้สนใจไม่ได้เลย อย่าลืมว่าเกมบนเครื่องเล่นอื่นๆมันมีอยู่แล้ว มันย่อมเกิดการเปรียบเทียบอย่างหลีกเลี่ยงไม่ได้.","1"
"จาก คนถือ 11pro รู้สึกว่า ไม่ได้รู้สึกว่า ว้าว จนต้องเปลี่ยนเครื่องค่ะ (แต่ยอมรับว่า เขาดีจริง เพราะ 11 ที่มีก็ยังใช้ดีอยู่) รอ iphone 17 ค่ะ หวังว่าตอนนั้นจะมีอะไรให้ว้าว มากขึ้นกว่านี้","1"
"ตกลง apple ชูเรื่องเกมแต่ไม่เห็นพูดเรื่องระบายความร้อนเลย นอกจากชื่อรุ่น 14 ไป 15 บอดี้ไทเท cpu แรง นอกจากนี้มีอีกมั้ย ถ้าคนเล่นเกมมือถือคือชิปแรงจริงก็ใช่หนะสิก็มันไม่มีรุ่นย่อยมาเปรียบเทียบเหมือน android คนถ้าเอาเรือธงของ android มาเทียบก็ค่อยวัดกันได้ แล้วถ้าคนเล่นเกมมือถือหรือคอเกมจริงจะรู้ครับว่านักพัฒนาเลือกที่จะพัฒนาเกมให้ฝั่ง android ก่อน ios เพราะ ตลาด android กว้างกว่า open source กว่า เกมมือถือส่วนมากมาจากจีนหมดอย่าง tencent ที่กวาดซื้อหุ้นค่ายเกมต่างๆ มาทำเกมมือถือ ถ้าจะเล่นเกม AAA แบบ PC โห ยากครับระบบระบายความร้อนแทบไม่มี เป็นเกมมิ่งโฟนให้ได้ก่อน ผมว่ามันเว่อร์ไป ที่ apple จะบอก เป็นชัยชนะของคอเกม 555","1"
"ดูเสร็จผมนี่ตัดสินใจได้เลยว่า 15 ธรรมดา 256GB สักตัวก็พอละ ไม่ต้องไปตัว Pro ก็ได้ (แต่ก็แอบเสียดาย AOD, ProMotion, USB-C 3 ของตัว Pro อยู่นิดหน่อยเหมือนกันนะครับ","1"
"เรื่องระบายความร้อน ยังไงมันก็ต้อง ใช้พัดลมดึงช่วยครับ ถ้าเค้าทำมา ภาพลักษณ์มันคงแว้นซ์ไปทันที ดูแล้ว น่าจะมาชิมลางตลาดเกมมิ่งหน่อยเฉยๆ","1"
"เรื่อง เกม ผมว่า คงหากินได้แต่เกมเล็กเกมน้อย หรือพวก ออนไลน์กดกาชา นั่นแหละครับ ถ้าจะเข้ามาในโลกตลาดเกม AAA ตอนนี้ ห่างกับคอนโซลหรือpc สุดๆ เอาง่ายๆ แค่ ps5 แถมจอย ยังถูกกว่า เครื่องต่ำสุด ของiphone 15แล้วอีกทั้งประสิทธิภาพ ของเกมเพลย์ 30fps ในมาตรฐานเกม nextgen คือ เป็นเฟรม ที่ยอมรับไม่ได้...สายเกมเมอร์ผมเห็นที่ip พอรท เกมมาลงนี่หัวเราะเลย จะมีใครเล่นเกมพวกนี่ด้วยเหรอ","1"
"15 Pro ถ้าไม่ติดเรื่องราคาแค่เล่นเกม AAA ได้นี่ผมก็ว้าวแล้วครับ ส่วนตัวโง่เรื่องกล้องไม่ได้ทำงานสายถ่ายภาพเลยไม่ว้าวและคิดว่ามันไม่จำเป็นเท่าไหร่","1"
"น่าจะอัพจอสัก 90 Hz ก็ดีนะเพราะขนาด 60 HZ ของไอโฟนยังดูลื่นกว่าของแอนดรอยด์ อาจจะเป็นเพราะชิปแรงแล้วUI ของ IOS สวยด้วย ถ้าอัพเป็นจอ 90 HZ คงจะลื่นใกล้เคียง 120HZ ของแอนดรอยด์","1"
"ผมว่ายิ่งเหมือนแอนดอร์ย ในคราบไอโฟนขึ้นนะ 15promax ซูมได้25x ผลของภาพที่ได้ออกมา มันไม่สมน้ำสมเนื้อเลยด้วยซ้ำ ถ้ามองมาที่ฝั่งSamsung23 ultra กับซูม25x เท่ากัน ฝั่งSamsung สมน้ำสมเนื้อคุ้มราคามากกว่าเงินที่ต้องเสียในค่าเงินขนาดนี้","1"
"ตอนนี้ยังกำ iphone xs ตัวเองไว้ และยังรอวันที่ iphone ตัวเริ่มต้นได้จอ 120 hz ค่อยเปลี่ยน😅","1"
"ต่างกันแบบกาสะลอง ซ้องปีป 555","1"
"ต่างกันตรงไหน ต่างกันตรงแพงขึ้น","1"
"อย่าคาดหวังอะไร กับใช้มือถือเล่นเกมครับ ขนาด  คอมระดับโปร  มีการระดับความร้อนด้วยพัดลม  มีท่อระบายอากาศ  ยังเอาไม่อยู่เลยครับ","1"
"ความแรงมาพร้อมกับความร้อนครับ ถ้าจะเอาเย็นก็ต้องยอมไม่แรงครับ","1"
"แบบเดิมมันก็ดีอยู่แล้ว แต่มันไม่ถูกใจใครบางคนไง พอเปลี่ยนแล้วก็เลยเป็นแบบนี้  😂","1"
"ที่ร้อนจัดเพราะ คนที่เล่นเกนชินสแปคสูงๆนี่แหละ ทำให้เครื่องร้อนไวขึ้น รุ่นอื่นที่เล่นเกนชิน ก็ร้อนได้เช่นกัน ทำให้ FPS ดรอปลง","1"
"เล่นเกมส์หนักๆมันร้อนทุกยี่ห้อแหละ ไปซื้อยี่ห้ออื่นสำหรับเล่นเกมส์จะเหมาะกว่านะ!!","1"
"ผมรู้สึกเฉยๆนะ ยังไงก็ได้แหละแล้วแต่ใจคน","1"
"รู้สึกเฉยๆมากเลยครับ","1"
"สตีฟจอบ เน้นเทคโนโลยี ทีม คุก เน้นการตลาด","1"
"ค่ายมือถือต่างๆพอเถอะกล้องมันไม่มีใครสนใจแล้วเอาจริงๆนะผมใช้มือถือเรือธงมาหลายรุ่นผมไม่รู้สึกถึงความต่างเลยในการถ่ายรูปแบบคนทั่วไปเห็นไรสวยๆชักออกมาถ่าย","1"
"จะอัพเดท 14 pro max ไป 15 pro max ดีไหม แต่ไม่มีสีที่ชอบ ข่าวลือ เห็นว่ามีสีใหม่ สีแดงเลือดหมู แต่ออกมาจริงๆไม่มี","1"
"มันมีความร้อนเพราะชิบยิ่งแรงและเล่นเกมสูงได้นั้น  ความร้อนมันเกิดจากมันไม่มีระบบระความร้อน เหมือนคอม","1"
"ถึงดูก็ไม่มีตังค์ซื้อ 555 แต่ชอบเข้ามาดูช่องนี้ตลกมาก กระชับ ฉับไว","1"
"ภายนอกไม่ต่างอะไรกับไอโฟน14","1"
"จริงๆโทรศัพท์มันควรที่จะมีหัวชาร์จ,สายหูฟังมาด้วย","1"
"แพงขึ้น แรงขึ้น งอง่ายขึ้น โอเคร้😂","1"
"ใช้ตัวธรรมดาพอ","1"
"เสีย 40000 ได้จอ 60 เฮิส","1"
"สีขาว 13-14 จะสวย 15 ขอบไม่ค่อยสวย ดูธรรมดาไป","1"
"เรื่องแบตเตอรี อันนี้ 15 Pro เหมือนกันใช้งานร้อนมาก แบตหมดไวมาก ยิ่ง voice call | Line call นี่ยิ่งไวและร้อนมาก apple เองก็ออกมายอมรับเรื่องความร้อนแรงของ cpu แล้ว คิดว่าน่าจะเป็นกันทุกเครื่อง","1"
"ผมใช้ สไลด์เฟสบุ๊ค พิมไลน์ 5 นาที ฝาหลังอุ่นเบาๆทะลุเคสมาเลยครับ เครื่องเก่า xr ผมไม่มีอาการนี้เลย ","1"
"ผมรู้สึกว่า 15 Pro ของผมแบตไหลเร็วกว่าปกติอะ","1"
"15ธรรมดา เป็นรุ่นที่จ่ายเงินซื้อไม่คุ้มอย่างยิ่ง สเปกที่ได้มา ถ้าเป็น Android ราคาคงไม่เกินหมื่น หรือไม่ก็หมื่นต้น 32900 ได้Androidสเปกเทพๆเลย","1"
"ไอโฟนทำอะไรได้เหมือนเดิม อย่าเปลี่ยนทุกปีเลยนะ มันเปนสินค้าฟุ่มเฟือย","1"
"ถ้าใช้งานกล้อง แบตจะลดเร็วมากๆๆๆๆๆๆๆๆ","1"
"ส่วนตัวผมว่าจุดที่เซ็งจริงๆ คือชาร์ตแค่20w นี่ปี2023ละนะเฮ้ย","1"
"วันนี้เจอ iPhone 15 pro เครื่องค้าง จะปิดเครื่องก็ปิดไม่ได้ ในใจคิดต้องเสียเงินอีกไหมเนี่ย ประกันก็ไม่ได้ซื้อไว้ซะด้วย สุดท้ายแก้ปัญหาด้วยการ hard reset ถึงค่อยกลับมาใช้งานได้ปกติ ประเด็นคือทำไม่เป็น เลยต้องเสียเวลาไปที่ icare เพราะถามใครก็ไม่ใครทำเป็น หัวจะปวด อุส่าห์แก้ต่างมาให้ตลอดตั้งแต่ iPhone 15 series เปิดตัว สุดท้ายเจอปัญหากับตัวเองซะงั้น หงิดเลย 55555 😅 ปล.อาการโทรศัพท์ค้างยังมีอยู่อีกหรอในยุคนี้ 5555 ชักจะคิดถึง Samsung แล้วสิตอนนี้😅","1"
"เห็นด้วยมากๆๆกับการเอาชิปตัวเก่ารุ่นก่อนมาใส่ในรุ่นใหม่ตัวธรรมดา รุ้สึกแย่กับแอปเปิ้ลไม่แฟร์กับลูกค้า 😤","1"
"รออยู่เลย เพราะผมก็พึ่งซื้อมา  แต่คิดว่า รอให้มัน อัพเดทถึง 17.1  ค่อยใช้งานดีกว่า 😅  เพราะตอนนี้ร้อนมาก","1"
"แพงเกิน ราคานี้ 60 Hz ไม่ควรมีให้เห็น ดีไซน์เดิมๆลากขาย มา5ปี การชาจระดับ เรต4พัน ไวเลสชาจมีไว้ใช้จริงไม่ได้ นานเกิน","1"
"ซื้อip 15 pro max ได้ 14 วัน เครื่องร้อน มากๆ ทั้งเล่นโซเชียลและเล่นเกม","1"
"ของผม 15pm ถ่ายรูปหรือvideo ติดต่อกันประมาน 10-15 นาที เครื่องร้อน หน้าจอดรอปแสงลงและตัดออกจากโหมดกล้อง ณ ตอนนี้ เครื่องค้างทำอะไรไม่ได้ส่งซ่อมอยู่ครับ ผิดหวังมากๆบอกตรงๆ ราคาแพงกับคุณภาพห่วยมาก","1"
"ผมมองว่าการอัพเดทios17 มันคือการลดประสิทธิภาพเครื่องหรือแอพลง เพื่อแก้ไขเรื่องความร้อนครับ","1"
"ไอโฟนมีปัญหาจริงๆถ่ายใกล้ไม่ได้เลยค่ะ แต่ซัมซุง รุ่นถูกๆ ยังถ่ายได้เลย งงกับเขาม้ากกก","1"
"ไอโฟน15​pro​max​เหลืองครับลองแล้ว​ ลองเทียบกลับของที่ถ่ายไอโฟน11สียังตรงกว่าเลย​","1"
"Confirm เรื่องความร้อน 15PM ไม่ถึงต้องเล่นเกมครับ โทรไลน์ 30-40 นาที ผ่าน WiFi คือร้อนแบบถ้าไม่เอาพัดลมเป่าคือจับไม่ได้ มันร้อนมาก 14PM ต้อง1ชม.ขึ้นไปถึงจะเริ่มร้อนแบบแทบจับไม่ได้ คือใช้มาอาทิตย์กว่าๆหงุดหงิดมาก แบบอะไรวะ แค่นี้ยังร้อนขนาดนี้ ไม่อยากนึกถ้าไม่เอาพัดลมเป่าคือตู้ม 😂","1"
"ไอโฟนเก่งแต่เรื่องการตลาดอย่างเดียวนอกนั้นสู้ไม่ได้หรอกบอกได้เลยว่าคนละเรื่องกันเลยถ้าไม่เทียบกับถ่ายผ่านไอจี","1"
"ผมใช้ 15 pro อยู่ครับ รู้สึกว่าเครื่องร้อนเร็วมากตอนเอาไปถ่ายรูป ios 17.0.3 ไม่ได้ช่วยอะไรเลย 😭","1"
"ถ่ายรูปและวีดีโอ ไปแค่ประมาน10นาที เครื่องร้อนจนจอดรอปและตัดออกจากโหมดถ่ายภาพสุดท้ายเครื่องค้างทำอะไรไม่ได้ จนต้องส่งซ่อม และการอัพเดทios17 ผมมองว่ามันคือการลดประสิทธิภาพเครื่องหรือแอพบางแอพลง เพื่อแก้ไขเรื่องความร้อน บอกตรงๆผมคิดผิดที่เปลี่ยนจากip14 promax มาเป็นip15 promax คับ","1"
"อยากเอาไปคืน ร้อนลวกมือมากกก 555","1"
"แต่ดูแล้ว15pro มันดูไม่ค่อยว้าวเลย ไม่วิบวับ น่ารักเท่า14","1"
"คิดว่าชิพควรใข้ตัวเดียวกันกับตัวโปรได้แล้วนะ อย่าเหลี่ยมเยอะ 555","1"
"ถ้าไม่รีบ รอ 16 ดีกว่า มันกั๊กไปหน่อย","1"
"เปิดแอปกล้องนี่แบตไหลเร็วมากๆ จริง  ใส่ portrait mode แบบ auto มาเลยก็ดี แต่ก็รู้สึกมันกิน Computational power เปลืองเกินไป","1"
"Apple อย่าใส่สแกนลายนิ้วมือมาเลย แล้วจะรู้สึก เวลา หนังนิ้วลอก โดนมีดบาด หรือ นิ้วเปียกหนังพองนำ โคตรน่ารำคาญปลดล็อกยากมาก และสำคัญที่สุด หากคนอื่นจะขโมยปลดล็อกมือถือเราด้วยลายนิ้วมือมันโคตรง่ายกว่าสแกนใบหน้ามากๆ","1"
"น่าเบื่อเเละผิดหวังกับiphoneยุคหลังๆมาก กั๊กสเป็ค, ราคาเเพง, ออกเเต่ละรุ่นเเยกด้วยตาเเทบไม่ออก​ อุปกรณ์เสริมต้องซื้อไปหมดเเละล้าหลัง","1"
"อัพเกรดไม่เยอะไม่ว่า แต่ทำมาซะเปราะแบบนี้ ไม่โอเค","1"
"ไม่เลือกซักอันครับเลือก 15 โปร โปรแม็คใหญ่เกะกะหนักใส่กระเป๋าเสื้อลำบาก เวลายกขึ้นมาโทรแต่ละที เหมือนพระถือตาลปัตร ผมว่านะวันหลังซื้อ iPad ใส่ซิมการ์ดแล้วก็ให้มันโทรได้น่าจะดี","1"
"15 pm ห่วยมากกก ร้อนเร็วจัดด การจัดการความร้อนสู้ 14 pm ไม่ได้ ซื้อมาผิดหวังมากก","1"
"ปัญหาความร้อนผมว่า iOS 17 เป็นตัวปัญหานะ เพราะเครื่องเก่าของแฟนก็ร้อนผิดปกติ","1"
"ถึงเครื่องจะบ้ง แต่สาวกก็ยังภักดีค่ะ หลอกว่าของตัวเองปกติ","1"
"ปัญหาเยอะไม่เว้นแต่ละวัน","1"
"ตอนนี้ปัญหาที่เจอคือยังไม่ได้เครื่องเลยค่ะ 😂","1"
